gene	transcripts	position	strand	chromosome	cage peak ranges
PLXDC1	all	37307901.0	-	chr17	[(37307749, 37307752), (37307781, 37307795), (37307809, 37307819), (37307824, 37307833), (37307837, 37307915), (37308029, 37308063)]
PLXNA1	all	126707436.0	+	chr3	[(126707367, 126707389), (126707541, 126707548), (126707576, 126707586)]
PLXNA2	all	208417664.0	-	chr1	[(208417532, 208417541), (208417573, 208417584), (208417601, 208417615), (208417620, 208417680), (208417694, 208417709), (208417720, 208417736), (208417854, 208417857)]
PLXNA3	all	153686620.0	+	chrX	[(153686614, 153686629), (153686768, 153686772)]
PLXNA4	ENST00000321063.4	132261322.0	-	chr7	[(132261223, 132261236), (132261253, 132261280)]
PLXNA4	ENST00000359827.3	132262059.0	-	chr7	[(132262061, 132262140), (132262224, 132262225), (132262256, 132262287)]
PLXNB1	ENST00000296440.6	48471459.0	-	chr3	[(48471270, 48471307), (48471405, 48471420), (48471421, 48471453), (48471454, 48471526), (48471530, 48471565), (48471577, 48471602)]
PLXNB1	ENST00000358536.4	48470871.0	-	chr3	[(48470746, 48470759), (48470762, 48470773), (48470775, 48470782), (48470792, 48470804), (48470838, 48470867), (48470871, 48470902), (48470904, 48470916), (48470982, 48471051), (48471061, 48471067)]
PLXNB2	all	50746035.5	-	chr22	[(50746001, 50746026), (50746027, 50746082)]
PLXNB3	all	153029695.0	+	chrX	[(153029616, 153029625), (153029633, 153029738)]
PLXNC1	all	94542498.0	+	chr12	[(94542330, 94542379), (94542382, 94542399), (94542430, 94542458), (94542459, 94542513), (94542521, 94542529), (94542534, 94542539), (94542550, 94542557), (94542657, 94542715)]
PLXND1	all	129325660.0	-	chr3	[(129325504, 129325567), (129325612, 129325625), (129325647, 129325656), (129325660, 129325669), (129325851, 129325866)]
PM20D1	all	205819244.0	-	chr1	[(205819239, 205819247), (205819253, 205819272), (205819299, 205819306)]
PM20D2	all	89855768.0	+	chr6	[(89855716, 89855723), (89855739, 89855762), (89855765, 89855823), (89855828, 89855846)]
PMAIP1	all	57567179.0	+	chr18	[(57567220, 57567235)]
PMEL	all	56360473.6667	-	chr12	[(56360485, 56360501)]
PMEPA1	all	56284957.0	-	chr20	[(56284781, 56284792), (56284813, 56284822), (56284940, 56284953), (56285010, 56285034), (56285061, 56285080)]
PMF1	all	156182797.0	+	chr1	[(156182694, 156182696), (156182778, 156182804)]
PMF1-BGLAP	all	156182789.333	+	chr1	[(156182694, 156182696), (156182778, 156182804)]
PMFBP1	ENST00000237353.10	72206153.0	-	chr16	[]
PMFBP1	ENST00000355636.6	72205169.0	-	chr16	[]
PML	all	74287057.0	+	chr15	[(74287009, 74287018), (74287035, 74287117), (74287118, 74287142)]
PMM1	all	41985893.0	-	chr22	[(41985798, 41985852), (41985865, 41985876)]
PMM2	all	8891673.0	+	chr16	[(8891572, 8891597), (8891657, 8891668), (8891670, 8891734)]
PMP2	all	82359757.0	-	chr8	[]
PMP22	ENST00000312280.3	15168623.0	-	chr17	[]
PMP22	ENST00000395938.2	15165905.0	-	chr17	[(15165825, 15165851), (15165854, 15165888), (15165996, 15166002), (15166046, 15166047)]
PMPCA	all	139305111.0	+	chr9	[(139305092, 139305099), (139305102, 139305123)]
PMPCB	all	102937868.0	+	chr7	[(102937872, 102937909)]
PMS1	all	190649106.0	+	chr2	[(190649162, 190649274), (190649286, 190649293)]
PMS2	all	6048755.0	-	chr7	[(6048565, 6048614), (6048655, 6048687), (6048702, 6048734)]
PMVK	all	154909466.0	-	chr1	[(154909329, 154909418), (154909431, 154909453), (154909454, 154909465), (154909467, 154909478), (154909489, 154909498)]
PNCK	all	152939223.0	-	chrX	[(152939062, 152939067), (152939089, 152939119), (152939133, 152939146), (152939159, 152939166), (152939191, 152939199), (152939231, 152939251), (152939252, 152939291), (152939349, 152939356), (152939359, 152939364), (152939378, 152939398), (152939405, 152939445)]
PNISR	all	99873194.5	-	chr6	[(99873145, 99873196)]
PNKD	all	219187895.0	+	chr2	[(219187771, 219187819), (219187871, 219187901), (219187963, 219188006), (219188011, 219188030), (219188058, 219188061), (219188066, 219188077)]
PNKP	ENST00000322344.3	50370821.0	-	chr19	[(50370686, 50370706), (50370788, 50370793), (50370799, 50370843)]
PNKP	ENST00000596014.1	50370542.0	-	chr19	[(50370400, 50370410), (50370474, 50370502), (50370509, 50370537), (50370686, 50370706)]
PNKP	all	50370681.5	-	chr19	[(50370474, 50370502), (50370509, 50370537), (50370686, 50370706), (50370788, 50370793), (50370799, 50370843)]
PNLDC1	all	160221305.0	+	chr6	[(160221293, 160221332), (160221337, 160221349), (160221355, 160221361)]
PNLIP	all	118305442.0	+	chr10	[(118305485, 118305486), (118305592, 118305595), (118305608, 118305622)]
PNLIPRP1	ENST00000358834.4,ENST00000528052.1	118350476.5	+	chr10	[(118350397, 118350398), (118350420, 118350441), (118350468, 118350480), (118350522, 118350533)]
PNLIPRP1	ENST00000534537.1	118350641.0	+	chr10	[(118350468, 118350480), (118350522, 118350533)]
PNLIPRP1	all	118350531.333	+	chr10	[(118350397, 118350398), (118350420, 118350441), (118350468, 118350480), (118350522, 118350533)]
PNLIPRP2	all	118380464.0	+	chr10	[(118380447, 118380456), (118380458, 118380468), (118380574, 118380575)]
PNLIPRP3	all	118187378.0	+	chr10	[(118187325, 118187332), (118187351, 118187372), (118187381, 118187397), (118187398, 118187461), (118187463, 118187478)]
PNMA1	all	74181127.0	-	chr14	[(74181041, 74181058), (74181064, 74181104), (74181106, 74181121)]
PNMA2	all	26371607.0	-	chr8	[]
PNMA3	ENST00000370264.4	152225386.0	+	chrX	[(152225448, 152225449)]
PNMA3	ENST00000447306.1	152224765.0	+	chrX	[(152224701, 152224730), (152224777, 152224805), (152224817, 152224850), (152224856, 152224870), (152224918, 152224931)]
PNMA5	ENST00000361887.5,ENST00000439251.1,ENST00000452693.1	152160759.0	-	chrX	[(152160709, 152160737), (152160740, 152160774)]
PNMA5	ENST00000535214.1	152162670.0	-	chrX	[(152162653, 152162667), (152162673, 152162689)]
PNMA6C	all	152240818.0	+	chrX	[]
PNMAL1	all	46974741.0	-	chr19	[(46974520, 46974545), (46974686, 46974721), (46974741, 46974826)]
PNMT	all	37824410.0	+	chr17	[(37824207, 37824212), (37824217, 37824226), (37824259, 37824278), (37824505, 37824516), (37824531, 37824553), (37824561, 37824575), (37824598, 37824605)]
PNN	all	39644416.0	+	chr14	[(39644395, 39644417), (39644425, 39644470)]
PNO1	all	68384975.0	+	chr2	[(68384984, 68385005), (68385009, 68385068)]
PNP	all	20937537.0	+	chr14	[(20937557, 20937574), (20937732, 20937735)]
PNPLA1	ENST00000312917.5,ENST00000388715.3	36210979.0	+	chr6	[]
PNPLA1	ENST00000457797.1,ENST00000394571.2	36238236.0	+	chr6	[(36238208, 36238217)]
PNPLA2	all	818901.0	+	chr11	[(818906, 818924), (819060, 819070)]
PNPLA3	all	44319618.0	+	chr22	[(44319635, 44319646), (44319648, 44319692)]
PNPLA4	ENST00000381042.4	7895483.0	-	chrX	[(7895419, 7895477), (7895479, 7895491)]
PNPLA4	ENST00000444736.1	7895779.0	-	chrX	[(7895742, 7895754), (7895755, 7895772), (7895775, 7895784)]
PNPLA4	all	7895631.0	-	chrX	[(7895419, 7895477), (7895479, 7895491), (7895742, 7895754), (7895755, 7895772), (7895775, 7895784)]
PNPLA5	all	44287890.5	-	chr22	[(44287851, 44287870), (44287885, 44287898)]
PNPLA6	ENST00000221249.6	7598889.0	+	chr19	[(7599041, 7599090)]
PNPLA6	ENST00000450331.3	7599635.0	+	chr19	[(7599560, 7599565), (7599577, 7599586), (7599597, 7599642), (7599660, 7599671), (7599688, 7599700), (7599792, 7599797)]
PNPLA7	ENST00000277531.4	140444835.0	-	chr9	[(140444688, 140444689), (140444780, 140444783), (140444805, 140444813), (140444814, 140444862), (140444867, 140444903), (140444906, 140444911), (140444984, 140445032)]
PNPLA7	ENST00000406427.1	140444985.0	-	chr9	[(140444805, 140444813), (140444814, 140444862), (140444867, 140444903), (140444906, 140444911), (140444984, 140445032)]
PNPLA7	all	140444910.0	-	chr9	[(140444780, 140444783), (140444805, 140444813), (140444814, 140444862), (140444867, 140444903), (140444906, 140444911), (140444984, 140445032)]
PNPLA8	all	108166678.333	-	chr7	[(108166488, 108166499), (108166505, 108166613), (108166711, 108166720), (108166746, 108166771), (108166774, 108166789)]
PNPO	all	46018936.0	+	chr17	[(46018885, 46019006), (46019012, 46019131)]
PNPT1	all	55921044.0	-	chr2	[(55920952, 55920993)]
PNRC1	all	89790496.0	+	chr6	[(89790459, 89790479), (89790490, 89790506)]
PNRC2	all	24286309.0	+	chr1	[(24286287, 24286326), (24286469, 24286492)]
POC1A	all	52188427.0	-	chr3	[(52188397, 52188450)]
POC1B	all	89919800.0	-	chr12	[(89919620, 89919632), (89919659, 89919669), (89919675, 89919693), (89919706, 89919713), (89919718, 89919723), (89919751, 89919761), (89919762, 89919763), (89919765, 89919849), (89919893, 89919905), (89919942, 89919958), (89919965, 89919978), (89919988, 89919997)]
POC1B-GALNT4	all	89919974.0	-	chr12	[(89919765, 89919849), (89919893, 89919905), (89919942, 89919958), (89919965, 89919978), (89919988, 89919997), (89920006, 89920015), (89920030, 89920039)]
POC5	all	75013305.0	-	chr5	[(75013193, 75013278)]
PODN	all	53527868.5	+	chr1	[(53527672, 53527691), (53527711, 53527730), (53527740, 53527763), (53527772, 53527780), (53527864, 53527891)]
PODNL1	ENST00000339560.5	14049288.0	-	chr19	[(14049120, 14049125), (14049136, 14049171), (14049184, 14049242), (14049368, 14049370)]
PODNL1	ENST00000538371.2	14064203.0	-	chr19	[(14064162, 14064168), (14064187, 14064204)]
PODXL	all	131241369.0	-	chr7	[(131241296, 131241307), (131241308, 131241331), (131241361, 131241398), (131241506, 131241517), (131241529, 131241556), (131241558, 131241564)]
PODXL2	all	127348023.0	+	chr3	[(127347988, 127348000), (127348005, 127348063), (127348143, 127348144)]
POFUT1	all	30795682.0	+	chr20	[(30795646, 30795655), (30795664, 30795743), (30795840, 30795842)]
POFUT2	all	46707812.0	-	chr21	[(46707743, 46707752), (46707768, 46707787), (46707793, 46707815)]
POGK	ENST00000367875.1	166809325.0	+	chr1	[(166809208, 166809234)]
POGK	ENST00000367876.4	166808693.0	+	chr1	[(166808657, 166808660), (166808667, 166808690), (166808692, 166808774), (166808796, 166808820), (166808867, 166808899)]
POGLUT1	all	119187784.0	+	chr3	[(119187697, 119187698), (119187800, 119187863), (119187908, 119187910)]
POGZ	all	151431672.0	-	chr1	[(151431647, 151431669), (151431674, 151431685), (151431811, 151431832)]
POLA1	all	24712049.0	+	chrX	[(24711832, 24711879), (24711971, 24711984), (24711997, 24712075)]
POLA2	all	65029232.0	+	chr11	[(65029296, 65029297), (65029324, 65029328), (65029378, 65029393), (65029394, 65029420), (65029421, 65029459)]
POLB	all	42195972.0	+	chr8	[(42195968, 42195977), (42195978, 42195991), (42195993, 42195997), (42196001, 42196021), (42196024, 42196037), (42196054, 42196064), (42196066, 42196075), (42196085, 42196090), (42196119, 42196154)]
POLD1	all	50887601.0	+	chr19	[(50887558, 50887569), (50887585, 50887619)]
POLD2	all	44163117.0	-	chr7	[(44163126, 44163155), (44163266, 44163302)]
POLD3	all	74303574.0	+	chr11	[(74303594, 74303606), (74303612, 74303698)]
POLD4	all	67121016.0	-	chr11	[(67120956, 67120972), (67120974, 67121041)]
POLDIP2	all	26684472.0	-	chr17	[(26684352, 26684376), (26684480, 26684571), (26684579, 26684590), (26684598, 26684613)]
POLDIP3	all	43010967.0	-	chr22	[(43010859, 43010870), (43010877, 43010903), (43010928, 43010947)]
POLE	all	133263944.0	-	chr12	[(133263812, 133263827), (133263893, 133263986), (133264004, 133264012)]
POLE2	all	50155020.0	-	chr14	[(50154891, 50154894), (50154924, 50154935), (50155094, 50155095), (50155136, 50155142)]
POLE3	ENST00000374169.3	116172661.0	-	chr9	[(116172549, 116172556), (116172584, 116172595), (116172617, 116172667)]
POLE3	ENST00000374171.4	116172951.0	-	chr9	[(116172885, 116172899), (116172904, 116172916), (116172918, 116172939), (116172946, 116172962), (116172970, 116172973), (116172995, 116173002)]
POLE3	all	116172806.0	-	chr9	[(116172617, 116172667), (116172885, 116172899), (116172904, 116172916), (116172918, 116172939), (116172946, 116172962), (116172970, 116172973), (116172995, 116173002)]
POLE4	all	75185618.0	+	chr2	[(75185762, 75185803)]
POLG	all	89878084.0	-	chr15	[(89878025, 89878093), (89878258, 89878261)]
POLG2	all	62493153.0	-	chr17	[(62493131, 62493183), (62493184, 62493193)]
POLH	all	43543886.0	+	chr6	[(43543858, 43543861), (43543864, 43543939), (43543942, 43543956)]
POLI	all	51795773.0	+	chr18	[(51795844, 51795860), (51795865, 51795984)]
POLK	all	74807580.0	+	chr5	[(74807698, 74807724), (74807729, 74807740)]
POLL	ENST00000299206.4,ENST00000370162.3	103347995.5	-	chr10	[(103347845, 103347856), (103347907, 103348019), (103348024, 103348026)]
POLL	ENST00000370169.1	103347177.0	-	chr10	[]
POLM	all	44122138.0	-	chr7	[(44122047, 44122058), (44122064, 44122135)]
POLN	ENST00000382865.1	2230957.0	-	chr4	[]
POLN	ENST00000511885.2	2243847.0	-	chr4	[(2243725, 2243736), (2243773, 2243784), (2243792, 2243809), (2243813, 2243834), (2243839, 2243865)]
POLQ	all	121264852.0	-	chr3	[(121264797, 121264804), (121264813, 121264846), (121264848, 121264859)]
POLR1A	all	86333277.0	-	chr2	[(86333184, 86333190), (86333203, 86333221), (86333228, 86333236), (86333244, 86333265), (86333275, 86333282)]
POLR1B	all	113299491.0	+	chr2	[(113299449, 113299457), (113299474, 113299502), (113299593, 113299612)]
POLR1C	all	43484759.0	+	chr6	[(43484817, 43484849)]
POLR1D	ENST00000302979.3	28194902.0	+	chr13	[(28194856, 28194859), (28194873, 28194954), (28194964, 28194970), (28194988, 28194998), (28195024, 28195025)]
POLR1D	ENST00000399697.3,ENST00000399696.1	28196015.0	+	chr13	[(28195988, 28196050)]
POLR1E	all	37485931.0	+	chr9	[(37485936, 37485990), (37486005, 37486023), (37486104, 37486146)]
POLR2A	all	7387684.0	+	chr17	[(7387656, 7387659), (7387677, 7387691)]
POLR2B	ENST00000314595.5	57845108.0	+	chr4	[(57845024, 57845037), (57845043, 57845079)]
POLR2B	ENST00000381227.1	57843907.0	+	chr4	[(57843821, 57843826), (57843840, 57843845), (57843876, 57843937), (57843941, 57843952), (57843993, 57843997), (57844045, 57844053)]
POLR2C	all	57496298.0	+	chr16	[]
POLR2D	all	128615730.0	-	chr2	[(128615527, 128615543), (128615548, 128615551), (128615558, 128615563), (128615580, 128615584), (128615681, 128615737)]
POLR2E	ENST00000215587.7	1095597.0	-	chr19	[(1095496, 1095507), (1095542, 1095550)]
POLR2E	ENST00000586746.1	1095352.0	-	chr19	[(1095330, 1095381), (1095496, 1095507), (1095542, 1095550)]
POLR2E	all	1095474.5	-	chr19	[(1095330, 1095381), (1095496, 1095507), (1095542, 1095550)]
POLR2F	all	38349669.0	+	chr22	[(38349673, 38349723), (38349724, 38349733)]
POLR2G	all	62529015.0	+	chr11	[(62529008, 62529033), (62529042, 62529070), (62529074, 62529085), (62529189, 62529221)]
POLR2H	ENST00000296223.3	184081193.0	+	chr3	[(184081137, 184081155), (184081162, 184081173), (184081175, 184081208), (184081213, 184081224), (184081225, 184081236)]
POLR2H	ENST00000456318.1	184079505.0	+	chr3	[(184079310, 184079311), (184079472, 184079489), (184079492, 184079585), (184079660, 184079681), (184079692, 184079705)]
POLR2I	all	36606247.0	-	chr19	[(36606048, 36606075), (36606078, 36606128), (36606181, 36606194), (36606243, 36606252)]
POLR2J	all	102119353.0	-	chr7	[(102119342, 102119379)]
POLR2J2	all	102312087.0	-	chr7	[(102312074, 102312121), (102312151, 102312159), (102312169, 102312199)]
POLR2J3	all	102184082.0	-	chr7	[]
POLR2K	all	101162811.0	+	chr8	[(101162849, 101162903), (101163001, 101163005)]
POLR2L	all	842544.0	-	chr11	[(842497, 842506), (842509, 842537), (842555, 842564)]
POLR3A	all	79789302.0	-	chr10	[(79789245, 79789284), (79789291, 79789309)]
POLR3B	all	106751435.0	+	chr12	[(106751472, 106751494), (106751495, 106751539), (106751546, 106751598)]
POLR3C	all	145610883.0	-	chr1	[(145610869, 145610942), (145610965, 145610974), (145611012, 145611024), (145611035, 145611051)]
POLR3D	all	22102747.0	+	chr8	[(22102590, 22102606), (22102608, 22102609), (22102611, 22102624), (22102626, 22102674), (22102848, 22102855), (22102875, 22102886), (22102889, 22102956)]
POLR3E	all	22308729.0	+	chr16	[(22308717, 22308764)]
POLR3F	all	18447770.0	+	chr20	[(18447749, 18447758), (18447767, 18447778), (18447796, 18447806)]
POLR3G	all	89770692.5	+	chr5	[(89770664, 89770688), (89770696, 89770727), (89770738, 89770749), (89770768, 89770779)]
POLR3GL	all	145470386.0	-	chr1	[(145470352, 145470381), (145470383, 145470414), (145470451, 145470452), (145470494, 145470499)]
POLR3H	all	41940510.6667	-	chr22	[(41940317, 41940370), (41940374, 41940402), (41940404, 41940500), (41940598, 41940605)]
POLR3K	all	103627.0	-	chr16	[(103481, 103498), (103572, 103663)]
POLRMT	all	633596.0	-	chr19	[(633508, 633568), (633576, 633589), (633607, 633619)]
POM121	ENST00000358357.3	72361500.0	+	chr7	[]
POM121	ENST00000395270.1,ENST00000446813.1,ENST00000257622.4	72349935.0	+	chr7	[(72349797, 72349812), (72349920, 72349959), (72349960, 72349971)]
POM121	ENST00000434423.2	72395659.0	+	chr7	[(72395617, 72395665), (72395761, 72395797)]
POM121C	ENST00000257665.5	75071992.0	-	chr7	[]
POM121C	ENST00000453279.2	75115547.0	-	chr7	[(75115522, 75115529), (75115534, 75115541), (75115563, 75115586)]
POMC	ENST00000380794.1,ENST00000264708.3,ENST00000395826.2	25391489.6667	-	chr2	[(25391399, 25391417), (25391425, 25391439), (25391442, 25391456), (25391468, 25391485), (25391507, 25391519), (25391525, 25391535), (25391540, 25391546), (25391637, 25391646), (25391657, 25391666), (25391680, 25391693)]
POMC	ENST00000380794.1,ENST00000405623.1	25391664.5	-	chr2	[(25391468, 25391485), (25391507, 25391519), (25391525, 25391535), (25391540, 25391546), (25391637, 25391646), (25391657, 25391666), (25391680, 25391693), (25391766, 25391767), (25391815, 25391821)]
POMC	ENST00000380794.1,ENST00000405623.1,ENST00000395826.2	25391600.3333	-	chr2	[(25391399, 25391417), (25391425, 25391439), (25391442, 25391456), (25391468, 25391485), (25391507, 25391519), (25391525, 25391535), (25391540, 25391546), (25391637, 25391646), (25391657, 25391666), (25391680, 25391693), (25391766, 25391767)]
POMGNT1	all	46664114.0	-	chr1	[(46664048, 46664059), (46664074, 46664126)]
POMGNT2	all	43147498.5	-	chr3	[(43147361, 43147404), (43147498, 43147546), (43147549, 43147590)]
POMK	all	42948660.0	+	chr8	[(42948616, 42948638), (42948641, 42948668), (42948679, 42948687)]
POMP	all	29233240.0	+	chr13	[(29233099, 29233118), (29233127, 29233149), (29233198, 29233207), (29233218, 29233332), (29233351, 29233356)]
POMT1	all	134378309.0	+	chr9	[(134378279, 134378284), (134378295, 134378409)]
POMT2	all	77787226.0	-	chr14	[(77787071, 77787074), (77787124, 77787135), (77787138, 77787147), (77787156, 77787168), (77787177, 77787190), (77787198, 77787244)]
POMZP3	all	76256557.0	-	chr7	[]
PON1	all	95025672.0	-	chr7	[(95025661, 95025712), (95025713, 95025722), (95025740, 95025749)]
PON2	all	95064509.0	-	chr7	[(95064264, 95064367)]
PON3	all	95025672.0	-	chr7	[(95025661, 95025712), (95025713, 95025722), (95025740, 95025749)]
POP1	ENST00000349693.3	99130067.0	+	chr8	[]
POP1	ENST00000401707.2	99129539.0	+	chr8	[(99129513, 99129570), (99129578, 99129589), (99129721, 99129724)]
POP4	all	30094923.0	+	chr19	[]
POP5	all	121019200.0	-	chr12	[(121019017, 121019021), (121019165, 121019212)]
POP7	all	100303675.0	+	chr7	[(100303684, 100303719), (100303728, 100303787), (100303822, 100303827)]
POPDC2	all	119379436.0	-	chr3	[(119379273, 119379296), (119379427, 119379442), (119379472, 119379475)]
POPDC3	all	105627734.0	-	chr6	[(105627765, 105627917)]
POR	all	75544396.0	+	chr7	[(75544414, 75544461), (75544466, 75544482)]
PORCN	ENST00000355092.3	48368171.0	+	chrX	[(48368343, 48368347)]
PORCN	ENST00000359882.4,ENST00000361988.3	48367388.0	+	chrX	[(48367338, 48367424)]
POSTN	all	38172951.3333	-	chr13	[]
POT1	all	124570034.0	-	chr7	[(124569864, 124569918), (124569991, 124570044)]
POTED	all	14982497.0	+	chr21	[]
POTEE	all	131975881.0	+	chr2	[]
POTEF	ENST00000357462.5	130878181.0	-	chr2	[]
POTEF	ENST00000409914.2	130886794.0	-	chr2	[(130886902, 130886919)]
POU1F1	all	87325736.0	-	chr3	[(87325504, 87325553), (87325579, 87325604), (87325636, 87325643), (87325691, 87325698), (87325728, 87325739)]
