gene	transcripts	chromosome	position	strand	annotation source
Mybbp1a	ENSMUST00000045633.5	chr11	72441354	+	GENCODE
Mybl1	ENSMUST00000088658.4	chr1	9700208	-	GENCODE
Mybl2	ENSMUST00000018005.3	chr2	163054686	+	GENCODE
Mybpc1	ENSMUST00000121629.1	chr10	88605151	-	GENCODE
Mybpc2	ENSMUST00000165208.2	chr7	44524668	-	GENCODE
Mybpc3	ENSMUST00000169776.1,ENSMUST00000111430.3	chr2	91118143	+	GENCODE
Mybph	ENSMUST00000038445.6	chr1	134193447	+	GENCODE
Mybphl	ENSMUST00000090563.5	chr3	108364910	+	GENCODE
Myc	ENSMUST00000160009.1	chr15	61987421	+	GENCODE
Myc	ENSMUST00000161976.1,ENSMUST00000159327.1	chr15	61985476	+	GENCODE
Mycbp	ENSMUST00000030400.7	chr4	123904831	+	GENCODE
Mycbp2	ENSMUST00000159855.1	chr14	103346799	-	GENCODE
Mycbpap	ENSMUST00000040692.8	chr11	94507354	-	GENCODE
Mycbpap	ENSMUST00000093945.3	chr11	94521741	-	GENCODE
Mycl	ENSMUST00000106252.2,ENSMUST00000030407.7	chr4	122996020	+	GENCODE
Mycn	ENSMUST00000043396.7	chr12	12941913	-	GENCODE
Mycn	ENSMUST00000130990.1	chr12	12940615	-	GENCODE
Mycs	ENSMUST00000058404.3	chrX	5469264	-	GENCODE
Myct1	ENSMUST00000051809.8	chr10	5593727	+	GENCODE
Myd88	ENSMUST00000035092.6	chr9	119340040	-	GENCODE
Myef2	ENSMUST00000152367.1,ENSMUST00000147105.1,ENSMUST00000067780.3	chr2	125123648	-	GENCODE
Myeov2	ENSMUST00000097642.3	chr1	92641984	-	GENCODE
Myeov2	ENSMUST00000112999.1	chr1	92640563	-	GENCODE
Myf5	ENSMUST00000000445.1	chr10	107486133	-	GENCODE
Myf6	ENSMUST00000044210.3	chr10	107494728	-	GENCODE
Myg1	ENSMUST00000113682.2	chr15	102331708	+	GENCODE
Myh1	ENSMUST00000075734.5	chr11	67200403	+	GENCODE
Myh1	ENSMUST00000124516.1,ENSMUST00000018637.8	chr11	67200080	+	GENCODE
Myh10	ENSMUST00000102611.3	chr11	68691914	+	GENCODE
Myh11	ENSMUST00000090287.3	chr16	14291407	-	GENCODE
Myh13	ENSMUST00000081911.5	chr11	67327102	+	GENCODE
Myh13	ENSMUST00000108684.1,ENSMUST00000180845.1	chr11	67321718	+	GENCODE
Myh14	ENSMUST00000048102.7	chr7	44670842	-	GENCODE
Myh14	ENSMUST00000107899.2,ENSMUST00000182648.1,ENSMUST00000107900.2	chr7	44665501	-	GENCODE
Myh15	ENSMUST00000168680.1	chr16	49057485	+	GENCODE
Myh2	ENSMUST00000170159.1,ENSMUST00000018641.7	chr11	67171122	+	GENCODE
Myh3	ENSMUST00000108689.1,ENSMUST00000165221.1,ENSMUST00000007301.7	chr11	67078299	+	GENCODE
Myh4	ENSMUST00000018632.4	chr11	67238028	+	GENCODE
Myh4	ENSMUST00000170942.1	chr11	67240596	+	GENCODE
Myh6	ENSMUST00000081857.6	chr14	54966606	-	GENCODE
Myh7	ENSMUST00000102803.3,ENSMUST00000168485.1	chr14	54994629	-	GENCODE
Myh7b	ENSMUST00000092995.5	chr2	155611211	+	GENCODE
Myh8	ENSMUST00000019625.5	chr11	67277123	+	GENCODE
Myh9	ENSMUST00000016771.6	chr15	77842174	-	GENCODE
Myl1	ENSMUST00000119429.1	chr1	66935353	-	GENCODE
Myl10	ENSMUST00000005611.5	chr5	136693145	+	GENCODE
Myl12a	ENSMUST00000024846.6	chr17	70998011	-	GENCODE
Myl12a	ENSMUST00000123686.1	chr17	71002877	-	GENCODE
Myl12a	ENSMUST00000148960.1	chr17	71002553	-	GENCODE
Myl12b	ENSMUST00000038446.8	chr17	70990786	-	GENCODE
Myl2	ENSMUST00000014080.6,ENSMUST00000111751.1	chr5	122100966	+	GENCODE
Myl3	ENSMUST00000079784.7	chr9	110763645	+	GENCODE
Myl4	ENSMUST00000018800.2	chr11	104550662	+	GENCODE
Myl4	ENSMUST00000106956.3	chr11	104577280	+	GENCODE
Myl4	ENSMUST00000106957.1	chr11	104576984	+	GENCODE
Myl6	ENSMUST00000164181.1	chr10	128493874	-	GENCODE
Myl6b	ENSMUST00000026428.3	chr10	128498684	-	GENCODE
Myl7	ENSMUST00000102921.3	chr11	5898781	-	GENCODE
Myl9	ENSMUST00000088552.6	chr2	156775419	+	GENCODE
Mylip	ENSMUST00000038275.9	chr13	45389741	+	GENCODE
Mylk	ENSMUST00000023538.8	chr16	34784920	+	GENCODE
Mylk2	ENSMUST00000028970.7	chr2	152911351	+	GENCODE
Mylk3	ENSMUST00000034133.7,ENSMUST00000121972.1	chr8	85365334	-	GENCODE
Mylk4	ENSMUST00000057428.4	chr13	32781778	-	GENCODE
Mylpf	ENSMUST00000032910.6	chr7	127211607	+	GENCODE
Mynn	ENSMUST00000047502.7	chr3	30602086	+	GENCODE
Myo10	ENSMUST00000110457.1	chr15	25622524	+	GENCODE
Myo15	ENSMUST00000071880.2,ENSMUST00000081823.5,ENSMUST00000094135.2	chr11	60469338	+	GENCODE
Myo15b	ENSMUST00000144032.1	chr11	115877533	+	GENCODE
Myo16	ENSMUST00000042103.8	chr8	10272571	+	GENCODE
Myo18a	ENSMUST00000092887.4,ENSMUST00000000645.6	chr11	77777264	+	GENCODE
Myo18a	ENSMUST00000102488.1	chr11	77772150	+	GENCODE
Myo18b	ENSMUST00000086617.4	chr5	112896361	-	GENCODE
Myo19	ENSMUST00000093969.4	chr11	84880147	+	GENCODE
Myo1a	ENSMUST00000079590.5	chr10	127705169	+	GENCODE
Myo1b	ENSMUST00000018561.7	chr1	51915927	-	GENCODE
Myo1c	ENSMUST00000069057.6	chr11	75651509	+	GENCODE
Myo1c	ENSMUST00000102504.3	chr11	75652075	+	GENCODE
Myo1d	ENSMUST00000041065.7	chr11	80780024	-	GENCODE
Myo1e	ENSMUST00000034745.7	chr9	70207349	+	GENCODE
Myo1f	ENSMUST00000087605.5	chr17	33555718	+	GENCODE
Myo1g	ENSMUST00000003459.3	chr11	6520957	-	GENCODE
Myo1h	ENSMUST00000169347.1	chr5	114314940	+	GENCODE
Myo3a	ENSMUST00000044749.7	chr2	22227502	+	GENCODE
Myo3b	ENSMUST00000060208.4	chr2	70039125	+	GENCODE
Myo3b	ENSMUST00000112243.1	chr2	70083073	+	GENCODE
Myo5a	ENSMUST00000136731.1	chr9	75071599	+	GENCODE
Myo5a	ENSMUST00000155282.2	chr9	75071385	+	GENCODE
Myo5b	ENSMUST00000121875.1	chr18	74442606	+	GENCODE
Myo5c	ENSMUST00000036555.6	chr9	75232013	+	GENCODE
Myo6	ENSMUST00000127779.2	chr9	80217610	+	GENCODE
Myo7a	ENSMUST00000107127.1	chr7	98119502	-	GENCODE
Myo7b	ENSMUST00000134663.1	chr18	32036960	-	GENCODE
Myo9a	ENSMUST00000136740.1,ENSMUST00000128341.1	chr9	59750895	+	GENCODE
Myo9b	ENSMUST00000170242.1,ENSMUST00000168839.1,ENSMUST00000071935.5	chr8	71272713	+	GENCODE
Myoc	ENSMUST00000028020.9	chr1	162639149	+	GENCODE
Myocd	ENSMUST00000102635.3	chr11	65269940	-	GENCODE
Myod1	ENSMUST00000072514.1	chr7	46376473	+	GENCODE
Myof	ENSMUST00000041475.8,ENSMUST00000172095.2	chr19	38043576	-	GENCODE
Myog	ENSMUST00000027730.4	chr1	134290003	+	GENCODE
Myom1	ENSMUST00000024847.7,ENSMUST00000073211.5,ENSMUST00000179759.1	chr17	71019551	+	GENCODE
Myom2	ENSMUST00000033842.3	chr8	15057652	+	GENCODE
Myom3	ENSMUST00000105854.1	chr4	135759714	+	GENCODE
Myot	ENSMUST00000025349.5,ENSMUST00000115498.1	chr18	44334073	+	GENCODE
Myoz1	ENSMUST00000090469.6	chr14	20656539	-	GENCODE
Myoz2	ENSMUST00000029761.7	chr3	123034989	-	GENCODE
Myoz3	ENSMUST00000056533.7	chr18	60591787	-	GENCODE
Mypn	ENSMUST00000095580.2	chr10	63203951	-	GENCODE
Mypop	ENSMUST00000059331.8,ENSMUST00000131087.1	chr7	18991281	+	GENCODE
Myrf	ENSMUST00000088013.5	chr19	10240747	-	GENCODE
Myrfl	ENSMUST00000048229.7	chr10	116896878	-	GENCODE
Myrip	ENSMUST00000048121.6	chr9	120303935	+	GENCODE
Mysm1	ENSMUST00000075872.3	chr4	94979099	-	GENCODE
Myt1	ENSMUST00000108756.1	chr2	181767041	+	GENCODE
Myt1l	ENSMUST00000021009.8	chr12	29534904	+	GENCODE
Myt1l	ENSMUST00000049784.9	chr12	29528383	+	GENCODE
Myzap	ENSMUST00000093823.1	chr9	71592359	-	GENCODE
Mzb1	ENSMUST00000025211.4	chr18	35649366	-	GENCODE
Mzf1	ENSMUST00000182515.1	chr7	13054664	-	GENCODE
Mzt1	ENSMUST00000042662.8	chr14	99046135	-	GENCODE
Mzt2	ENSMUST00000117136.1	chr16	15863368	-	GENCODE
N28178	ENSMUST00000107975.1	chr4	42916693	+	GENCODE
N4bp1	ENSMUST00000034074.7	chr8	86885257	-	GENCODE
N4bp2	ENSMUST00000087264.3	chr5	65764119	+	GENCODE
N4bp2	ENSMUST00000113738.1	chr5	65763520	+	GENCODE
N4bp2l1	ENSMUST00000016279.7	chr5	150594524	-	GENCODE
N4bp2l2	ENSMUST00000118316.1	chr5	150665611	-	GENCODE
N4bp3	ENSMUST00000001080.9	chr11	51650841	-	GENCODE
N6amt1	ENSMUST00000054442.4	chr16	87354184	+	GENCODE
N6amt2	ENSMUST00000022518.5	chr14	57571568	-	GENCODE
Naa10	ENSMUST00000033763.8	chrX	73921943	-	GENCODE
Naa11	ENSMUST00000060265.4	chr5	97392329	-	GENCODE
Naa15	ENSMUST00000029303.7	chr3	51416015	+	GENCODE
Naa16	ENSMUST00000022597.7	chr14	79390777	-	GENCODE
Naa20	ENSMUST00000110000.1	chr2	145903240	+	GENCODE
Naa25	ENSMUST00000042163.8	chr5	121397935	+	GENCODE
Naa30	ENSMUST00000037362.5	chr14	49172597	+	GENCODE
Naa30	ENSMUST00000153488.1	chr14	49172225	+	GENCODE
Naa35	ENSMUST00000022038.7	chr13	59585294	+	GENCODE
Naa38	ENSMUST00000056398.8	chr6	18848578	+	GENCODE
Naa40	ENSMUST00000025675.9	chr19	7241221	-	GENCODE
Naa50	ENSMUST00000161326.1,ENSMUST00000063520.8	chr16	44139868	+	GENCODE
Naa60	ENSMUST00000150655.2	chr16	3894374	+	GENCODE
Naaa	ENSMUST00000113102.3,ENSMUST00000159345.1	chr5	92278166	-	GENCODE
Naalad2	ENSMUST00000001826.8	chr9	18392122	-	GENCODE
Naalad2	ENSMUST00000172116.1,ENSMUST00000101453.3,ENSMUST00000164081.1	chr9	18402979	-	GENCODE
Naalad2	ENSMUST00000172171.1	chr9	18397537	-	GENCODE
Naaladl1	ENSMUST00000044451.3	chr19	6105781	+	GENCODE
Nab1	ENSMUST00000069792.7	chr1	52500678	-	GENCODE
Nab2	ENSMUST00000026469.2	chr10	127666709	-	GENCODE
Nabp1	ENSMUST00000027279.5	chr1	51478398	-	GENCODE
Nabp2	ENSMUST00000164199.1,ENSMUST00000026439.7	chr10	128409800	-	GENCODE
Naca	ENSMUST00000073868.7	chr10	128035345	+	GENCODE
Nacad	ENSMUST00000045713.3	chr11	6606052	-	GENCODE
Nacc1	ENSMUST00000001975.4	chr8	84687861	-	GENCODE
Nacc2	ENSMUST00000028300.5	chr2	26122817	-	GENCODE
Nacc2	ENSMUST00000114159.2	chr2	26092176	-	GENCODE
Nadk	ENSMUST00000030939.7	chr4	155562377	+	GENCODE
Nadk	ENSMUST00000105613.3	chr4	155563699	+	GENCODE
Nadk2	ENSMUST00000100790.3,ENSMUST00000067760.4	chr15	9071259	+	GENCODE
Nadsyn1	ENSMUST00000033415.8	chr7	143822840	-	GENCODE
Nae1	ENSMUST00000034349.9	chr8	104534636	-	GENCODE
Naf1	ENSMUST00000118009.1	chr8	66860216	+	GENCODE
Naga	ENSMUST00000023088.7	chr15	82338825	-	GENCODE
Nagk	ENSMUST00000037376.7	chr6	83794981	+	GENCODE
Naglu	ENSMUST00000001802.9	chr11	101070011	+	GENCODE
Nagpa	ENSMUST00000023911.4	chr16	5204011	-	GENCODE
Nags	ENSMUST00000055409.5	chr11	102145548	+	GENCODE
Naif1	ENSMUST00000048431.2	chr2	32450456	+	GENCODE
Naip1	ENSMUST00000022142.5	chr13	100446405	-	GENCODE
Naip2	ENSMUST00000067975.5	chr13	100197146	-	GENCODE
Naip2	ENSMUST00000117913.1,ENSMUST00000167986.2	chr13	100202025	-	GENCODE
Naip5	ENSMUST00000049789.2	chr13	100246322	-	GENCODE
Naip6	ENSMUST00000042220.2	chr13	100316615	-	GENCODE
Naip6	ENSMUST00000118574.1	chr13	100317673	-	GENCODE
Nalcn	ENSMUST00000000201.5	chr14	123627143	-	GENCODE
Nampt	ENSMUST00000020886.7	chr12	32820334	+	GENCODE
Nanog	ENSMUST00000112581.1,ENSMUST00000112580.1,ENSMUST00000012540.4	chr6	122707539	+	GENCODE
Nanos1	ENSMUST00000088237.4	chr19	60755986	+	GENCODE
Nanos2	ENSMUST00000063563.7	chr7	18987523	+	GENCODE
Nanos3	ENSMUST00000070102.5	chr8	84176551	-	GENCODE
Nanp	ENSMUST00000066640.4	chr2	151039397	-	GENCODE
Nans	ENSMUST00000030018.4	chr4	46489247	+	GENCODE
Nap1l1	ENSMUST00000065917.8	chr10	111473191	+	GENCODE
Nap1l2	ENSMUST00000121720.1	chrX	103186639	-	GENCODE
Nap1l3	ENSMUST00000079490.4	chrX	122397384	-	GENCODE
Nap1l4	ENSMUST00000072727.5	chr7	143549089	-	GENCODE
Nap1l5	ENSMUST00000059539.3	chr6	58907125	-	GENCODE
Napa	ENSMUST00000006181.6	chr7	16098457	+	GENCODE
Napb	ENSMUST00000028926.6	chr2	148732466	-	GENCODE
Napepld	ENSMUST00000115217.1,ENSMUST00000060899.8	chr5	21701394	-	GENCODE
Napg	ENSMUST00000025474.6	chr18	62977835	+	GENCODE
Naprt1	ENSMUST00000023237.6	chr15	75894480	-	GENCODE
Napsa	ENSMUST00000002274.8	chr7	44572431	+	GENCODE
Narf	ENSMUST00000103015.3	chr11	121237252	+	GENCODE
Narfl	ENSMUST00000002350.4	chr17	25773775	+	GENCODE
Narg2	ENSMUST00000034761.8	chr9	69397905	+	GENCODE
Nars	ENSMUST00000025483.9	chr18	64516556	-	GENCODE
Nars2	ENSMUST00000044466.5	chr7	96951504	+	GENCODE
Nasp	ENSMUST00000030456.7	chr4	116627940	-	GENCODE
Nasp	ENSMUST00000030457.5	chr4	116627496	-	GENCODE
Nat1	ENSMUST00000026677.3	chr8	67490757	+	GENCODE
Nat10	ENSMUST00000028608.6	chr2	103761269	-	GENCODE
Nat14	ENSMUST00000047309.5	chr7	4922250	+	GENCODE
Nat2	ENSMUST00000093470.5,ENSMUST00000163856.1	chr8	67494906	+	GENCODE
Nat3	ENSMUST00000070514.3	chr8	67523853	+	GENCODE
Nat6	ENSMUST00000093785.4	chr9	107580116	+	GENCODE
Nat8	ENSMUST00000032073.6	chr6	85832081	-	GENCODE
Nat8b	ENSMUST00000162660.1	chr6	85933378	-	GENCODE
Nat8l	ENSMUST00000056355.8	chr5	33995983	+	GENCODE
Nat9	ENSMUST00000103040.4,ENSMUST00000103038.1,ENSMUST00000103039.1	chr11	115187358	-	GENCODE
Nat9	ENSMUST00000103041.1	chr11	115187843	-	GENCODE
Nav1	ENSMUST00000112103.1	chr1	135688104	-	GENCODE
Nav2	ENSMUST00000064395.6	chr7	49246188	+	GENCODE
Nav2	ENSMUST00000184945.1	chr7	49246843	+	GENCODE
Nav3	ENSMUST00000032719.7	chr10	110000218	-	GENCODE
Nbas	ENSMUST00000042953.8	chr12	13269126	+	GENCODE
Nbea	ENSMUST00000029374.6	chr3	56183700	-	GENCODE
Nbeal1	ENSMUST00000035569.5	chr1	60180598	+	GENCODE
Nbeal1	ENSMUST00000160834.1	chr1	60181494	+	GENCODE
Nbeal2	ENSMUST00000167320.1	chr9	110654160	-	GENCODE
Nbl1	ENSMUST00000042844.6	chr4	139092992	-	GENCODE
Nbn	ENSMUST00000029879.8	chr4	15957924	+	GENCODE
Nbr1	ENSMUST00000071537.6	chr11	101556171	+	GENCODE
Nbr1	ENSMUST00000103098.2	chr11	101552653	+	GENCODE
Nbr1	ENSMUST00000103099.1	chr11	101552148	+	GENCODE
Nbr1	ENSMUST00000107212.1	chr11	101552881	+	GENCODE
Nbr1	ENSMUST00000107218.3	chr11	101556057	+	GENCODE
Ncald	ENSMUST00000090150.4	chr15	37792432	-	GENCODE
Ncald	ENSMUST00000116445.2	chr15	37458540	-	GENCODE
Ncald	ENSMUST00000120746.1,ENSMUST00000119730.1	chr15	37459353	-	GENCODE
Ncald	ENSMUST00000168992.1	chr15	37791999	-	GENCODE
Ncam1	ENSMUST00000166811.2,ENSMUST00000114476.2	chr9	49798824	-	GENCODE
Ncam2	ENSMUST00000067602.3	chr16	81200696	+	GENCODE
Ncan	ENSMUST00000002412.8	chr8	70120872	-	GENCODE
Ncapd2	ENSMUST00000043848.4	chr6	125191594	-	GENCODE
Ncapd3	ENSMUST00000073127.7,ENSMUST00000086198.4	chr9	27030174	+	GENCODE
Ncapg	ENSMUST00000117396.1	chr5	45669921	+	GENCODE
Ncapg2	ENSMUST00000084828.3	chr12	116405401	+	GENCODE
Ncaph	ENSMUST00000110387.3	chr2	127133953	-	GENCODE
Ncaph2	ENSMUST00000074552.5,ENSMUST00000088717.6	chr15	89355735	+	GENCODE
Ncbp1	ENSMUST00000030014.8	chr4	46138612	+	GENCODE
Ncbp2	ENSMUST00000023460.6	chr16	31948512	+	GENCODE
Nccrp1	ENSMUST00000057974.3	chr7	28547253	-	GENCODE
Ncdn	ENSMUST00000030637.7,ENSMUST00000106116.1	chr4	126753417	-	GENCODE
Nceh1	ENSMUST00000046515.8	chr3	27182964	+	GENCODE
Ncf1	ENSMUST00000111275.1	chr5	134229624	-	GENCODE
Ncf2	ENSMUST00000027754.6	chr1	152807889	+	GENCODE
Ncf4	ENSMUST00000096357.5	chr15	78244800	+	GENCODE
Nck1	ENSMUST00000116522.1	chr9	100546052	-	GENCODE
Nck2	ENSMUST00000086421.5,ENSMUST00000114744.1	chr1	43445750	+	GENCODE
Nckap1	ENSMUST00000028386.5	chr2	80581263	-	GENCODE
Nckap1l	ENSMUST00000047405.7	chr15	103453824	+	GENCODE
Nckap5	ENSMUST00000112583.1,ENSMUST00000094609.3	chr1	126830631	-	GENCODE
Nckap5	ENSMUST00000161954.1	chr1	126492926	-	GENCODE
Nckap5l	ENSMUST00000023747.7	chr15	99457747	-	GENCODE
Nckipsd	ENSMUST00000035218.7	chr9	108808379	+	GENCODE
Ncl	ENSMUST00000027438.6	chr1	86359454	-	GENCODE
Ncln	ENSMUST00000020463.7,ENSMUST00000118498.1	chr10	81496358	-	GENCODE
Ncmap	ENSMUST00000105858.1,ENSMUST00000064481.8,ENSMUST00000105857.1	chr4	135385656	-	GENCODE
Ncmap	ENSMUST00000105859.1	chr4	135398189	-	GENCODE
Ncoa1	ENSMUST00000085814.3	chr12	4477181	-	GENCODE
Ncoa2	ENSMUST00000006037.6	chr1	13374082	-	GENCODE
Ncoa3	ENSMUST00000109252.1,ENSMUST00000088095.5	chr2	165992635	+	GENCODE
Ncoa4	ENSMUST00000111994.3	chr14	32165790	+	GENCODE
Ncoa4	ENSMUST00000163336.1	chr14	32159864	+	GENCODE
Ncoa5	ENSMUST00000040381.8	chr2	165034866	-	GENCODE
Ncoa6	ENSMUST00000043126.5	chr2	155440782	-	GENCODE
Ncoa6	ENSMUST00000109670.1	chr2	155473805	-	GENCODE
Ncoa7	ENSMUST00000068567.4	chr10	30803106	-	GENCODE
Ncor1	ENSMUST00000018645.6	chr11	62457331	-	GENCODE
Ncor1	ENSMUST00000101066.3,ENSMUST00000101067.3	chr11	62438497	-	GENCODE
Ncor2	ENSMUST00000055256.7	chr5	125124899	-	GENCODE
Ncor2	ENSMUST00000086083.4	chr5	125179052	-	GENCODE
Ncor2	ENSMUST00000111398.1,ENSMUST00000111393.1	chr5	125179198	-	GENCODE
Ncr1	ENSMUST00000006792.4	chr7	4337723	+	GENCODE
Ncs1	ENSMUST00000000199.7	chr2	31245822	+	GENCODE
Ncstn	ENSMUST00000003550.4	chr1	172082794	-	GENCODE
Ndc1	ENSMUST00000139560.1	chr4	107367783	+	GENCODE
Ndc80	ENSMUST00000024851.9	chr17	71526856	-	GENCODE
Nde1	ENSMUST00000023359.6	chr16	14163274	+	GENCODE
Ndel1	ENSMUST00000018880.7	chr11	68853134	-	GENCODE
Ndfip1	ENSMUST00000025293.3	chr18	38418974	+	GENCODE
Ndfip2	ENSMUST00000181969.1	chr14	105258572	+	GENCODE
Ndn	ENSMUST00000038775.4	chr7	62348276	+	GENCODE
Ndnf	ENSMUST00000054351.4	chr6	65671589	+	GENCODE
Ndnl2	ENSMUST00000094331.2	chr7	64872996	-	GENCODE
Ndor1	ENSMUST00000114349.2	chr2	25255408	-	GENCODE
Ndp	ENSMUST00000040134.7	chrX	16911773	-	GENCODE
Ndrg1	ENSMUST00000005256.6	chr15	66969639	-	GENCODE
Ndrg2	ENSMUST00000004673.7,ENSMUST00000111632.3	chr14	51913487	-	GENCODE
Ndrg3	ENSMUST00000072298.6	chr2	156992055	-	GENCODE
Ndrg4	ENSMUST00000073139.7	chr8	95703036	+	GENCODE
Ndst1	ENSMUST00000169273.1	chr18	60713388	-	GENCODE
Ndst2	ENSMUST00000047490.5	chr14	20730326	-	GENCODE
Ndst3	ENSMUST00000029602.6	chr3	123672391	-	GENCODE
Ndst3	ENSMUST00000154668.1	chr3	123690816	-	GENCODE
Ndst4	ENSMUST00000173932.1	chr3	125404093	+	GENCODE
Ndufa1	ENSMUST00000016571.7	chrX	37191162	-	GENCODE
Ndufa10	ENSMUST00000027478.6	chr1	92473859	-	GENCODE
Ndufa11	ENSMUST00000002452.6	chr17	56717761	+	GENCODE
Ndufa12	ENSMUST00000020209.9	chr10	94198954	+	GENCODE
Ndufa13	ENSMUST00000110167.3	chr8	69902557	-	GENCODE
Ndufa2	ENSMUST00000014438.4	chr18	36744556	-	GENCODE
Ndufa3	ENSMUST00000076657.4	chr7	3617372	+	GENCODE
Ndufa4	ENSMUST00000031637.5	chr6	11907445	-	GENCODE
Ndufa4l2	ENSMUST00000035735.9	chr10	127514938	+	GENCODE
Ndufa5	ENSMUST00000023851.5	chr6	24528012	-	GENCODE
Ndufa6	ENSMUST00000023085.5	chr15	82354290	-	GENCODE
Ndufa7	ENSMUST00000048249.6	chr17	33824590	+	GENCODE
Ndufa8	ENSMUST00000070112.5	chr2	36049405	-	GENCODE
Ndufa9	ENSMUST00000088194.4	chr6	126849143	-	GENCODE
Ndufab1	ENSMUST00000033157.3,ENSMUST00000123296.1	chr7	122101867	-	GENCODE
Ndufaf1	ENSMUST00000110801.1,ENSMUST00000110802.1,ENSMUST00000028768.1	chr2	119662812	-	GENCODE
Ndufaf2	ENSMUST00000163558.1	chr13	108158624	-	GENCODE
Ndufaf3	ENSMUST00000074208.4	chr9	108567341	-	GENCODE
Ndufaf4	ENSMUST00000029925.3	chr4	24898082	+	GENCODE
Ndufaf5	ENSMUST00000044825.4	chr2	140170648	+	GENCODE
Ndufaf6	ENSMUST00000058183.8	chr4	11076203	-	GENCODE
Ndufaf7	ENSMUST00000024887.4	chr17	78937134	+	GENCODE
Ndufb10	ENSMUST00000045602.8	chr17	24724477	-	GENCODE
Ndufb11	ENSMUST00000116621.1	chrX	20617618	-	GENCODE
Ndufb2	ENSMUST00000135671.1,ENSMUST00000119379.1	chr6	39592577	+	GENCODE
Ndufb3	ENSMUST00000027193.8	chr1	58586383	+	GENCODE
Ndufb4	ENSMUST00000023514.3	chr16	37654452	-	GENCODE
Ndufb5	ENSMUST00000127477.1	chr3	32736989	+	GENCODE
Ndufb6	ENSMUST00000095128.3	chr4	40279420	-	GENCODE
Ndufb7	ENSMUST00000036996.5	chr8	83566670	+	GENCODE
Ndufb8	ENSMUST00000026222.4	chr19	44555439	-	GENCODE
Ndufb9	ENSMUST00000022980.3	chr15	58933809	+	GENCODE
Ndufc1	ENSMUST00000038108.6	chr3	51408987	-	GENCODE
Ndufc2	ENSMUST00000032882.8	chr7	97400002	+	GENCODE
Ndufs1	ENSMUST00000027111.8,ENSMUST00000168099.2	chr1	63176821	-	GENCODE
Ndufs2	ENSMUST00000013737.6	chr1	171247121	-	GENCODE
Ndufs3	ENSMUST00000005647.3	chr2	90904826	-	GENCODE
Ndufs4	ENSMUST00000022286.6	chr13	114388093	-	GENCODE
Ndufs5	ENSMUST00000106206.1,ENSMUST00000030401.7	chr4	123718193	-	GENCODE
Ndufs5	ENSMUST00000106207.1	chr4	123716325	-	GENCODE
Ndufs6	ENSMUST00000022097.5	chr13	73328541	-	GENCODE
Ndufs7	ENSMUST00000020361.6	chr10	80249451	+	GENCODE
Ndufs7	ENSMUST00000105364.1	chr10	80249120	+	GENCODE
Ndufs8	ENSMUST00000075092.6	chr19	3912716	-	GENCODE
Ndufv1	ENSMUST00000128787.1	chr19	4012672	-	GENCODE
Ndufv2	ENSMUST00000143987.1	chr17	66101558	-	GENCODE
Ndufv3	ENSMUST00000064798.8	chr17	31520114	+	GENCODE
Neb	ENSMUST00000036934.5	chr2	52338797	-	GENCODE
Nebl	ENSMUST00000028080.5	chr2	17731042	-	GENCODE
Necab1	ENSMUST00000041606.7	chr4	15149130	-	GENCODE
Necab1	ENSMUST00000108273.1	chr4	15149793	-	GENCODE
Necab2	ENSMUST00000098363.3	chr8	119446718	+	GENCODE
Necab3	ENSMUST00000000895.6	chr2	154558865	-	GENCODE
Necap1	ENSMUST00000032477.4	chr6	122874556	+	GENCODE
Necap2	ENSMUST00000030760.8	chr4	141078356	-	GENCODE
Nedd1	ENSMUST00000020163.6	chr10	92722419	-	GENCODE
Nedd4	ENSMUST00000034740.8	chr9	72662345	+	GENCODE
Nedd4l	ENSMUST00000163516.1	chr18	64887755	+	GENCODE
Nedd8	ENSMUST00000163750.1,ENSMUST00000010520.8	chr14	55671888	-	GENCODE
Nedd9	ENSMUST00000021794.6	chr13	41487319	-	GENCODE
Nedd9	ENSMUST00000163623.1	chr13	41359000	-	GENCODE
Nefh	ENSMUST00000093369.4	chr11	4948063	-	GENCODE
Nefl	ENSMUST00000022639.7	chr14	68083862	+	GENCODE
Nefm	ENSMUST00000022638.5	chr14	68124845	-	GENCODE
Negr1	ENSMUST00000074015.4	chr3	156561793	+	GENCODE
Neil1	ENSMUST00000034842.4	chr9	57147033	-	GENCODE
Neil2	ENSMUST00000038229.4	chr14	63193540	-	GENCODE
Neil3	ENSMUST00000047768.4	chr8	53639064	-	GENCODE
Nek1	ENSMUST00000034065.7,ENSMUST00000120689.1	chr8	60993194	+	GENCODE
Nek10	ENSMUST00000112630.2	chr14	14820814	+	GENCODE
Nek11	ENSMUST00000038648.4	chr9	105395523	-	GENCODE
Nek2	ENSMUST00000027931.7	chr1	191821443	+	GENCODE
Nek3	ENSMUST00000033865.9,ENSMUST00000110730.3	chr8	22166422	-	GENCODE
Nek3	ENSMUST00000178324.1	chr8	22162493	-	GENCODE
Nek4	ENSMUST00000050171.8	chr14	30951485	+	GENCODE
Nek5	ENSMUST00000169834.1	chr8	22125052	-	GENCODE
Nek6	ENSMUST00000054234.3,ENSMUST00000112895.1	chr2	38511727	+	GENCODE
Nek7	ENSMUST00000027642.2	chr1	138619695	-	GENCODE
Nek8	ENSMUST00000017549.6	chr11	78176674	-	GENCODE
Nek9	ENSMUST00000040992.7	chr12	85339361	-	GENCODE
