gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
NXF1	P2	chr11	-	CAGE, matched peaks	(62566692, 62566729)	(62566692, 62566729)
NXF2	ENST00000372757.1	chrX	+	Annotation	(101502169.0, 101502169.0)	(101502169.0, 101502169.0)
NXF2	ENST00000372758.1	chrX	+	Annotation	(101478938.0, 101478938.0)	(101478938.0, 101478938.0)
NXF2	ENST00000395088.2,ENST00000330252.5	chrX	+	Annotation	(101470279.0, 101470279.0)	(101470279.0, 101470279.0)
NXF2B	ENST00000372749.1	chrX	-	Annotation	(101694852.0, 101694852.0)	(101694852.0, 101694852.0)
NXF2B	ENST00000372750.1	chrX	-	Annotation	(101718084.0, 101718084.0)	(101718084.0, 101718084.0)
NXF2B	ENST00000457521.2,ENST00000412230.2	chrX	-	Annotation	(101726731.0, 101726731.0)	(101726731.0, 101726731.0)
NXF3	P1P2	chrX	-	CAGE, matched peaks	(102348017, 102348100)	(102348017, 102348100)
NXF5	ENST00000473265.2	chrX	-	Annotation	(101098170.0, 101098170.0)	(101098170.0, 101098170.0)
NXF5	ENST00000537026.1	chrX	-	Annotation	(101112548.0, 101112548.0)	(101112548.0, 101112548.0)
NXN	P1P2	chr17	-	CAGE, matched peaks	(882966, 883036)	(882947, 882958)
NXNL1	P1P2	chr19	-	CAGE, matched peaks	(17571722, 17571754)	(17571696, 17571711)
NXPE3	P1P2	chr3	+	CAGE, matched peaks	(101498026, 101498067)	(101498482, 101498540)
NXPH3	P1P2	chr17	+	CAGE, matched peaks	(47653178, 47653241)	(47653471, 47653492)
NXPH4	P1	chr12	+	CAGE, matched peaks	(57610562, 57610608)	(57610562, 57610608)
NXPH4	P2	chr12	+	CAGE, matched peaks	(57619247, 57619278)	(57619247, 57619278)
NXT1	P1P2	chr20	+	CAGE, matched peaks	(23331392, 23331480)	(23331500, 23331522)
NXT2	P1P2	chrX	+	CAGE, matched peaks	(108780419, 108780470)	(108780062, 108780097)
NYNRIN	P1P2	chr14	+	CAGE, matched peaks	(24868192, 24868253)	(24868192, 24868253)
NYX	P1P2	chrX	+	CAGE, matched peaks	(41306575, 41306614)	(41306575, 41306614)
OAF	P1P2	chr11	+	CAGE, matched peaks	(120081699, 120081755)	(120081477, 120081488)
OARD1	P1P2	chr6	-	CAGE, matched peaks	(41040070, 41040106)	(41040195, 41040258)
OAS1	P1P2	chr12	+	CAGE, matched peaks	(113344755, 113344805)	(113344811, 113344832)
OAS2	P1P2	chr12	+	CAGE, matched peaks	(113416367, 113416393)	(113416311, 113416336)
OAS3	P1P2	chr12	+	CAGE, matched peaks	(113376261, 113376324)	(113376191, 113376212)
OASL	P1P2	chr12	-	CAGE, matched peaks	(121476770, 121476790)	(121476986, 121477003)
OAT	P1P2	chr10	-	CAGE, matched peaks	(126107482, 126107501)	(126107049, 126107098)
OAZ1	P1P2	chr19	+	CAGE, matched peaks	(2269520, 2269526)	(2269520, 2269526)
OAZ2	P1P2	chr15	-	CAGE, matched peaks	(64995399, 64995422)	(64995399, 64995422)
OAZ3	P1	chr1	+	CAGE, matched peaks	(151739157, 151739177)	(151739157, 151739177)
OAZ3	P2	chr1	+	CAGE, matched peaks	(151735560, 151735598)	(151735560, 151735598)
OBFC1	P1P2	chr10	-	CAGE, matched peaks	(105677886, 105677995)	(105677535, 105677580)
OBSCN	P1P2	chr1	+	CAGE, matched peaks	(228395726, 228395751)	(228395755, 228395766)
OBSL1	P1P2	chr2	-	CAGE, matched peaks	(220436126, 220436210)	(220436248, 220436282)
OC90	P1P2	chr8	-	CAGE, matched peaks	(133071626, 133071634)	(133071626, 133071634)
OCEL1	P1P2	chr19	+	CAGE, matched peaks	(17337027, 17337060)	(17337406, 17337461)
OCIAD1	P1P2	chr4	+	CAGE, matched peaks	(48833070, 48833118)	(48833119, 48833157)
OCIAD2	P1P2	chr4	-	CAGE, matched peaks	(48908737, 48908799)	(48908806, 48908821)
OCRL	P1P2	chrX	+	CAGE, matched peaks	(128674213, 128674285)	(128674181, 128674195)
ODC1	P1P2	chr2	-	CAGE, matched peaks	(10588445, 10588461)	(10588513, 10588524)
ODF2	P1P2	chr9	+	CAGE, matched peaks	(131218414, 131218443)	(131218698, 131218750)
ODF2L	P1P2	chr1	-	CAGE, matched peaks	(86861948, 86862020)	(86861733, 86861763)
ODF3L2	P1P2	chr19	-	CAGE, matched peaks	(474978, 474986)	(475008, 475033)
OFD1	P1P2	chrX	+	CAGE, matched peaks	(13752832, 13752889)	(13752917, 13752977)
OGDH	P1P2	chr7	+	CAGE, matched peaks	(44646218, 44646232)	(44646177, 44646201)
OGDHL	P1P2	chr10	-	CAGE, matched peaks	(50970322, 50970381)	(50970382, 50970399)
OGFOD1	P1P2	chr16	+	CAGE, matched peaks	(56485425, 56485490)	(56485491, 56485500)
OGFOD2	P1P2	chr12	+	CAGE, matched peaks	(123459747, 123459801)	(123459264, 123459310)
OGFOD3	P1P2	chr17	-	CAGE, matched peaks	(80376450, 80376477)	(80376420, 80376429)
OGFR	P1P2	chr20	+	CAGE, matched peaks	(61436146, 61436197)	(61436307, 61436346)
OGG1	P1P2	chr3	+	CAGE, matched peaks	(9791936, 9792006)	(9791621, 9791696)
OGN	P1	chr9	-	CAGE, matched peaks	(95166842, 95166867)	(95166842, 95166867)
OGN	P2	chr9	-	CAGE, matched peaks	(95165737, 95165800)	(95165737, 95165800)
OGT	P1P2	chrX	+	CAGE, matched peaks	(70752945, 70752965)	(70752917, 70752933)
OIP5	P1P2	chr15	-	CAGE, matched peaks	(41624754, 41624796)	(41624486, 41624524)
OLA1	P1P2	chr2	-	CAGE, matched peaks	(175113250, 175113273)	(175113217, 175113249)
OLAH	P1P2	chr10	+	CAGE, matched peaks	(15085936, 15085963)	(15085918, 15085932)
OLFM1	P1	chr9	+	CAGE, matched peaks	(137979506, 137979530)	(137979506, 137979530)
OLFM1	P2	chr9	+	CAGE, matched peaks	(137967395, 137967412)	(137967395, 137967412)
OLFM2	P1P2	chr19	-	CAGE, matched peaks	(10047177, 10047201)	(10047135, 10047164)
OLFM3	all	chr1	-	CAGE permissive peak	(102312620, 102312642)	(102312517, 102312566)
OLFM4	P1P2	chr13	+	CAGE, matched peaks	(53602936, 53602955)	(53602900, 53602924)
OLFML2A	P1P2	chr9	+	CAGE, matched peaks	(127539377, 127539423)	(127539425, 127539448)
OLIG1	P1P2	chr21	+	CAGE, matched peaks	(34442439, 34442455)	(34442540, 34442560)
OLIG2	P1P2	chr21	+	CAGE, matched peaks	(34398234, 34398250)	(34398234, 34398250)
OLIG3	P1P2	chr6	-	CAGE, matched peaks	(137815524, 137815537)	(137815425, 137815444)
OLR1	P1P2	chr12	-	CAGE, matched peaks	(10324717, 10324742)	(10324717, 10324742)
OMA1	P1P2	chr1	-	CAGE, matched peaks	(59012365, 59012437)	(59012463, 59012474)
OMD	P1P2	chr9	-	CAGE, matched peaks	(95186583, 95186648)	(95186739, 95186763)
OMG	P1P2	chr17	-	CAGE, matched peaks	(29624272, 29624319)	(29624249, 29624268)
ONECUT1	P1P2	chr15	-	CAGE, matched peaks	(53082521, 53082549)	(53082521, 53082549)
ONECUT2	P1P2	chr18	+	CAGE, matched peaks	(55102598, 55102623)	(55102598, 55102623)
ONECUT3	P1P2	chr19	+	CAGE, matched peaks	(1753498, 1753519)	(1753498, 1753519)
OPA1	P1P2	chr3	+	CAGE, matched peaks	(193310969, 193311053)	(193311056, 193311087)
OPA3	P1	chr19	-	CAGE, matched peaks	(46088027, 46088067)	(46088027, 46088067)
OPA3	P2	chr19	-	CAGE, matched peaks	(46105411, 46105481)	(46105411, 46105481)
OPCML	all	chr11	-	CAGE, robust peak	(132813716, 132813736)	(132813363, 132813367)
OPHN1	P1P2	chrX	-	CAGE, matched peaks	(67653291, 67653369)	(67653661, 67653688)
OPLAH	P1P2	chr8	-	CAGE, matched peaks	(145115584, 145115606)	(145115609, 145115630)
OPN1SW	P1P2	chr7	-	CAGE, matched peaks	(128415847, 128415849)	(128415884, 128415887)
OPN3	P1P2	chr1	-	CAGE, matched peaks	(241803649, 241803678)	(241803620, 241803642)
OPRD1	P1P2	chr1	+	CAGE, matched peaks	(29138672, 29138687)	(29138650, 29138668)
OPRK1	P1P2	chr8	-	CAGE, matched peaks	(54164145, 54164187)	(54164189, 54164202)
OPRL1	P1	chr20	+	CAGE, matched peaks	(62723307, 62723341)	(62723307, 62723341)
OPRL1	P2	chr20	+	CAGE, matched peaks	(62711425, 62711470)	(62711425, 62711470)
OPRM1	P1P2	chr6	+	CAGE, matched peaks	(154360357, 154360427)	(154360476, 154360504)
OPTN	P1P2	chr10	+	CAGE, matched peaks	(13142075, 13142193)	(13142198, 13142210)
OR10AG1	all	chr11	-	Annotation	(55735989.0, 55735989.0)	(55735989.0, 55735989.0)
OR10J3	all	chr1	-	Annotation	(159284448.0, 159284448.0)	(159284448.0, 159284448.0)
OR13A1	ENST00000374401.2	chr10	-	Annotation	(45802906.0, 45802906.0)	(45802906.0, 45802906.0)
OR13A1	ENST00000536058.1	chr10	-	Annotation	(45803285.0, 45803285.0)	(45803285.0, 45803285.0)
OR13A1	ENST00000553795.1	chr10	-	Annotation	(45811055.0, 45811055.0)	(45811055.0, 45811055.0)
OR13G1	all	chr1	-	Annotation	(247836364.0, 247836364.0)	(247836364.0, 247836364.0)
OR14C36	all	chr1	+	Annotation	(248512076.0, 248512076.0)	(248512076.0, 248512076.0)
OR1E1	all	chr17	-	Annotation	(3301703.0, 3301703.0)	(3301703.0, 3301703.0)
OR2A1	all	chr7	+	Annotation	(144015217.0, 144015217.0)	(144015217.0, 144015217.0)
OR2A42	all	chr7	-	Annotation	(143929935.0, 143929935.0)	(143929935.0, 143929935.0)
OR2AG2	all	chr11	-	Annotation	(6790285.0, 6790285.0)	(6790285.0, 6790285.0)
OR2AT4	all	chr11	-	Annotation	(74800798.0, 74800798.0)	(74800798.0, 74800798.0)
OR2B6	all	chr6	+	Annotation	(27925018.0, 27925018.0)	(27925018.0, 27925018.0)
OR2T12	all	chr1	-	Annotation	(248458879.0, 248458879.0)	(248458879.0, 248458879.0)
OR2T33	all	chr1	-	Annotation	(248437137.0, 248437137.0)	(248437137.0, 248437137.0)
OR2T4	all	chr1	+	Annotation	(248524882.0, 248524882.0)	(248524882.0, 248524882.0)
OR2W3	ENST00000360358.3	chr1	+	Annotation	(248058888.0, 248058888.0)	(248058888.0, 248058888.0)
OR2W3	ENST00000537741.1	chr1	+	Annotation	(248031276.0, 248031276.0)	(248031276.0, 248031276.0)
OR3A1	all	chr17	-	Annotation	(3195875.0, 3195875.0)	(3195875.0, 3195875.0)
OR51S1	all	chr11	-	Annotation	(4870513.0, 4870513.0)	(4870513.0, 4870513.0)
OR52A1	ENST00000328942.1	chr11	-	Annotation	(5173598.0, 5173598.0)	(5173598.0, 5173598.0)
OR52A1	ENST00000380367.1	chr11	-	Annotation	(5207611.0, 5207611.0)	(5207611.0, 5207611.0)
OR5J2	all	chr11	+	Annotation	(55944093.0, 55944093.0)	(55944093.0, 55944093.0)
OR7D2	all	chr19	+	Annotation	(9296278.0, 9296278.0)	(9296278.0, 9296278.0)
OR8A1	all	chr11	+	Annotation	(124439892.0, 124439892.0)	(124439892.0, 124439892.0)
OR8G5	all	chr11	+	Annotation	(124134722.0, 124134722.0)	(124134722.0, 124134722.0)
ORAI1	P1P2	chr12	+	CAGE, matched peaks	(122064398, 122064484)	(122064673, 122064731)
ORAI2	P1P2	chr7	+	CAGE, matched peaks	(102073966, 102074072)	(102073903, 102073911)
ORAI3	P1P2	chr16	+	CAGE, matched peaks	(30960375, 30960448)	(30960375, 30960448)
ORAOV1	P1P2	chr11	-	CAGE, matched peaks	(69490073, 69490132)	(69490135, 69490154)
ORC1	P1P2	chr1	-	CAGE, matched peaks	(52870063, 52870102)	(52870104, 52870134)
ORC2	P1P2	chr2	-	CAGE, matched peaks	(201828356, 201828412)	(201828420, 201828427)
ORC3	P1P2	chr6	+	CAGE, matched peaks	(88299833, 88299887)	(88299833, 88299887)
ORC4	P1P2	chr2	-	CAGE, matched peaks	(148778258, 148778319)	(148778323, 148778337)
ORC5	P1P2	chr7	-	CAGE, matched peaks	(103848422, 103848492)	(103848422, 103848492)
ORC6	P1P2	chr16	+	CAGE, matched peaks	(46723552, 46723612)	(46723526, 46723534)
ORMDL1	P1P2	chr2	-	CAGE, matched peaks	(190649023, 190649081)	(190648699, 190648771)
ORMDL2	P1P2	chr12	+	CAGE, matched peaks	(56211817, 56211858)	(56211863, 56211876)
ORMDL3	P1P2	chr17	-	CAGE, matched peaks	(38083802, 38083841)	(38083843, 38083864)
OS9	P1P2	chr12	+	CAGE, matched peaks	(58087901, 58087947)	(58087901, 58087947)
OSBP	P1P2	chr11	-	CAGE, matched peaks	(59383188, 59383261)	(59383146, 59383179)
OSBP2	all	chr22	+	CAGE, robust peak	(31090649, 31090665)	(31090981, 31090998)
OSBPL10	P1P2	chr3	-	CAGE, matched peaks	(32022733, 32022809)	(32023114, 32023135)
OSBPL11	P1P2	chr3	-	CAGE, matched peaks	(125314332, 125314421)	(125314128, 125314192)
OSBPL1A	P1P2	chr18	-	CAGE, matched peaks	(21977748, 21977821)	(21977748, 21977821)
OSBPL2	P1P2	chr20	+	CAGE, matched peaks	(60813597, 60813627)	(60813535, 60813592)
OSBPL3	P1P2	chr7	-	CAGE, matched peaks	(25019766, 25019855)	(25019766, 25019855)
OSBPL5	P1P2	chr11	-	CAGE, matched peaks	(3186494, 3186545)	(3186494, 3186545)
OSBPL6	P1P2	chr2	+	CAGE, matched peaks	(179059188, 179059250)	(179059251, 179059270)
OSBPL7	P1P2	chr17	-	CAGE, matched peaks	(45899126, 45899178)	(45899077, 45899088)
OSBPL8	P1P2	chr12	-	CAGE, matched peaks	(76953542, 76953561)	(76953453, 76953508)
OSBPL9	P1P2	chr1	+	CAGE, matched peaks	(52082751, 52082770)	(52082751, 52082770)
OSCAR	P1	chr19	-	CAGE, matched peaks	(54604084, 54604131)	(54604084, 54604131)
OSCAR	P2	chr19	-	CAGE, matched peaks	(54605977, 54605997)	(54605977, 54605997)
OSCP1	P1P2	chr1	-	CAGE, matched peaks	(36916011, 36916057)	(36916066, 36916092)
OSER1	P1P2	chr20	-	CAGE, matched peaks	(42839378, 42839477)	(42839357, 42839376)
OSGEP	P1P2	chr14	-	CAGE, matched peaks	(20922960, 20922999)	(20922932, 20922956)
OSGEPL1	P1P2	chr2	-	CAGE, matched peaks	(190627481, 190627527)	(190627460, 190627474)
OSGIN2	P1P2	chr8	+	CAGE, matched peaks	(90914757, 90914856)	(90914859, 90914872)
OSM	P1P2	chr22	-	CAGE, matched peaks	(30662832, 30662847)	(30662832, 30662847)
OSMR	P1P2	chr5	+	CAGE, matched peaks	(38846106, 38846174)	(38846076, 38846089)
OSR1	P1P2	chr2	-	CAGE, matched peaks	(19558373, 19558392)	(19558327, 19558334)
OSR2	P1P2	chr8	+	CAGE, matched peaks	(99956662, 99956684)	(99956618, 99956659)
OST4	P1P2	chr2	-	CAGE, matched peaks	(27294500, 27294542)	(27294814, 27294861)
OSTC	P1P2	chr4	+	CAGE, matched peaks	(109571747, 109571792)	(109571800, 109571811)
OSTF1	P1P2	chr9	+	CAGE, matched peaks	(77703414, 77703479)	(77703388, 77703409)
OSTM1	P1P2	chr6	-	CAGE, matched peaks	(108395907, 108395971)	(108395891, 108395902)
OTC	P1P2	chrX	+	CAGE, matched peaks	(38211826, 38211874)	(38211777, 38211791)
OTOF	P1P2	chr2	-	CAGE, matched peaks	(26781616, 26781641)	(26781521, 26781537)
OTOP2	P1P2	chr17	+	CAGE, matched peaks	(72920366, 72920373)	(72920366, 72920373)
OTOP3	P1P2	chr17	+	CAGE, matched peaks	(72931942, 72931981)	(72931942, 72931981)
OTP	P1P2	chr5	-	CAGE, matched peaks	(76934534, 76934572)	(76934505, 76934511)
OTUB1	P1P2	chr11	+	CAGE, matched peaks	(63753883, 63753929)	(63754294, 63754323)
OTUB2	P1P2	chr14	+	CAGE, matched peaks	(94492674, 94492733)	(94492742, 94492755)
OTUD1	P1P2	chr10	+	CAGE, matched peaks	(23728380, 23728397)	(23727989, 23728040)
OTUD3	P1P2	chr1	+	CAGE, matched peaks	(20208870, 20208938)	(20208854, 20208864)
OTUD4	P1P2	chr4	-	CAGE, matched peaks	(146101648, 146101755)	(146100812, 146100851)
OTUD5	P1P2	chrX	-	CAGE, matched peaks	(48814810, 48814898)	(48815133, 48815189)
OTUD6B	P1P2	chr8	+	CAGE, matched peaks	(92082535, 92082597)	(92082513, 92082525)
OTUD7A	all	chr15	-	Annotation	(31947541.0, 31947541.0)	(31947541.0, 31947541.0)
OTUD7B	P1P2	chr1	-	CAGE, matched peaks	(149982638, 149982719)	(149982575, 149982601)
OTX1	P1P2	chr2	+	CAGE, matched peaks	(63277948, 63277974)	(63277978, 63277995)
OTX2	P1P2	chr14	-	CAGE, matched peaks	(57277178, 57277203)	(57277178, 57277203)
OVCA2	P1P2	chr17	+	CAGE, matched peaks	(1945301, 1945344)	(1945405, 1945416)
OVCH1	all	chr12	-	Annotation	(29650618.0, 29650618.0)	(29650618.0, 29650618.0)
OVCH2	P1P2	chr11	-	CAGE, matched peaks	(7727995, 7728008)	(7728016, 7728029)
OVGP1	P1	chr1	-	CAGE, matched peaks	(111965660, 111965680)	(111965660, 111965680)
OVGP1	P2	chr1	-	CAGE, matched peaks	(111970353, 111970358)	(111970353, 111970358)
OVOL1	P1P2	chr11	+	CAGE, matched peaks	(65554528, 65554546)	(65554563, 65554576)
OVOL2	P1P2	chr20	-	CAGE, matched peaks	(18038521, 18038571)	(18038486, 18038520)
OXA1L	P1P2	chr14	+	CAGE, matched peaks	(23235886, 23235913)	(23236100, 23236142)
OXCT1	P1P2	chr5	-	CAGE, matched peaks	(41870518, 41870535)	(41870475, 41870494)
OXCT2	P1P2	chr1	-	CAGE, matched peaks	(40236959, 40236970)	(40236959, 40236970)
OXLD1	P1P2	chr17	-	CAGE, matched peaks	(79633590, 79633678)	(79633710, 79633726)
OXNAD1	P1	chr3	+	CAGE, matched peaks	(16306691, 16306752)	(16306691, 16306752)
OXNAD1	P2	chr3	+	CAGE, matched peaks	(16327836, 16327853)	(16327836, 16327853)
OXR1	all	chr8	+	CAGE, robust peak	(107669907, 107669913)	(107670140, 107670152)
OXSM	P1P2	chr3	+	CAGE, matched peaks	(25831567, 25831602)	(25831555, 25831566)
OXSR1	P1P2	chr3	+	CAGE, matched peaks	(38206975, 38207101)	(38207105, 38207146)
OXT	P1P2	chr20	+	CAGE, matched peaks	(3052264, 3052270)	(3052578, 3052597)
OXTR	P1P2	chr3	-	CAGE, matched peaks	(8811288, 8811305)	(8811108, 8811149)
P2RX1	P1P2	chr17	-	CAGE, matched peaks	(3819751, 3819767)	(3819751, 3819767)
P2RX4	P1P2	chr12	+	CAGE, matched peaks	(121647887, 121647957)	(121647887, 121647957)
P2RX5	P1P2	chr17	-	CAGE, matched peaks	(3599492, 3599568)	(3599396, 3599410)
P2RX6	P1P2	chr22	+	CAGE, matched peaks	(21369346, 21369394)	(21369253, 21369267)
P2RX7	P1P2	chr12	+	CAGE, matched peaks	(121570672, 121570772)	(121570643, 121570651)
P2RY1	P1P2	chr3	+	CAGE, matched peaks	(152552911, 152552926)	(152552685, 152552731)
P2RY11	P1P2	chr19	+	CAGE, matched peaks	(10222364, 10222370)	(10222364, 10222370)
P2RY12	P1P2	chr3	-	CAGE, matched peaks	(151102529, 151102553)	(151102529, 151102553)
P2RY13	P1P2	chr3	-	CAGE, matched peaks	(151047327, 151047343)	(151047327, 151047343)
P2RY2	P1P2	chr11	+	CAGE, matched peaks	(72929319, 72929342)	(72929601, 72929643)
P4HA1	P1P2	chr10	-	CAGE, matched peaks	(74856613, 74856631)	(74856613, 74856631)
P4HA2	P1P2	chr5	-	CAGE, matched peaks	(131563501, 131563570)	(131563474, 131563497)
P4HA3	P1P2	chr11	-	CAGE, matched peaks	(74022658, 74022704)	(74022708, 74022714)
P4HB	P1P2	chr17	-	CAGE, matched peaks	(79818402, 79818418)	(79818402, 79818418)
P4HTM	P1P2	chr3	+	CAGE, matched peaks	(49027647, 49027696)	(49027308, 49027340)
PA2G4	P1P2	chr12	+	CAGE, matched peaks	(56498312, 56498413)	(56498685, 56498714)
PAAF1	P1P2	chr11	+	CAGE, matched peaks	(73588029, 73588072)	(73587734, 73587760)
PABPC1	P1P2	chr8	-	CAGE, matched peaks	(101734308, 101734321)	(101734085, 101734133)
PABPC1L	P1P2	chr20	+	CAGE, matched peaks	(43538692, 43538742)	(43538756, 43538769)
PABPC1L2B	ENST00000373521.2	chrX	+	Annotation	(72223351.0, 72223351.0)	(72223351.0, 72223351.0)
PABPC1L2B	all	chrX	+	Annotation	(72223399.5, 72223399.5)	(72223399.5, 72223399.5)
PABPC3	P1P2	chr13	+	CAGE, matched peaks	(25670268, 25670315)	(25670268, 25670315)
PABPC4	P1P2	chr1	-	CAGE, matched peaks	(40042452, 40042470)	(40042506, 40042530)
PABPC4L	P1P2	chr4	-	CAGE, matched peaks	(135122928, 135122954)	(135123028, 135123047)
PABPC5	P1P2	chrX	+	CAGE, matched peaks	(90689829, 90689846)	(90689810, 90689826)
PABPN1	P1P2	chr14	+	CAGE, matched peaks	(23790655, 23790680)	(23791159, 23791223)
PABPN1L	all	chr16	-	Annotation	(88933025.0, 88933025.0)	(88933025.0, 88933025.0)
PACRG	P1P2	chr6	+	CAGE, matched peaks	(163148973, 163149044)	(163149056, 163149101)
PACRGL	P1P2	chr4	+	CAGE, matched peaks	(20702063, 20702094)	(20702030, 20702051)
PACS1	P1P2	chr11	+	CAGE, matched peaks	(65837727, 65837866)	(65837596, 65837653)
PACS2	P1P2	chr14	+	CAGE, matched peaks	(105781102, 105781230)	(105781048, 105781101)
PACSIN1	P1	chr6	+	CAGE, matched peaks	(34433844, 34433921)	(34433844, 34433921)
PACSIN1	P2	chr6	+	CAGE, matched peaks	(34482630, 34482655)	(34482630, 34482655)
PACSIN2	P1P2	chr22	-	CAGE, matched peaks	(43411106, 43411165)	(43411167, 43411187)
PACSIN3	P1P2	chr11	-	CAGE, matched peaks	(47207950, 47208000)	(47207950, 47208000)
PADI1	P1P2	chr1	+	CAGE, matched peaks	(17531614, 17531630)	(17531614, 17531630)
PADI2	P1P2	chr1	-	CAGE, matched peaks	(17445939, 17445954)	(17445939, 17445954)
PADI3	P1P2	chr1	+	CAGE, matched peaks	(17575584, 17575598)	(17575584, 17575598)
PADI4	P1P2	chr1	+	CAGE, matched peaks	(17634689, 17634696)	(17634689, 17634696)
PADI6	P1P2	chr1	+	CAGE, matched peaks	(17698689, 17698692)	(17698689, 17698692)
PAEP	P1P2	chr9	+	CAGE, matched peaks	(138453595, 138453608)	(138453595, 138453608)
PAF1	P1P2	chr19	-	CAGE, matched peaks	(39881669, 39881773)	(39881504, 39881543)
PAFAH1B1	P1P2	chr17	+	CAGE, matched peaks	(2496922, 2496954)	(2497218, 2497268)
PAFAH1B2	P1P2	chr11	+	CAGE, matched peaks	(117014993, 117015017)	(117015024, 117015035)
PAFAH1B3	P1P2	chr19	-	CAGE, matched peaks	(42806728, 42806795)	(42806590, 42806657)
PAFAH2	P1P2	chr1	-	CAGE, matched peaks	(26324534, 26324589)	(26324534, 26324589)
PAG1	P1P2	chr8	-	CAGE, matched peaks	(82024290, 82024310)	(82024345, 82024356)
PAGE1	P1P2	chrX	-	CAGE, matched peaks	(49460578, 49460597)	(49460603, 49460612)
PAGE2B	P1P2	chrX	+	CAGE, matched peaks	(55101450, 55101482)	(55101495, 55101519)
PAGR1	P1P2	chr16	+	CAGE, matched peaks	(29827406, 29827529)	(29827777, 29827828)
PAH	P1P2	chr12	-	CAGE, matched peaks	(103310987, 103311037)	(103310959, 103310974)
PAICS	P1P2	chr4	+	CAGE, matched peaks	(57302399, 57302441)	(57302297, 57302322)
PAIP1	P1P2	chr5	-	CAGE, matched peaks	(43557129, 43557200)	(43556916, 43556962)
PAIP2	P1P2	chr5	+	CAGE, matched peaks	(138677515, 138677581)	(138677515, 138677581)
PAIP2B	P1P2	chr2	-	CAGE, matched peaks	(71454185, 71454242)	(71454167, 71454178)
PAK1	all	chr11	-	CAGE, robust peak	(77185301, 77185304)	(77184914, 77184962)
PAK1IP1	P1P2	chr6	+	CAGE, matched peaks	(10695149, 10695212)	(10694900, 10694930)
PAK2	P1P2	chr3	+	CAGE, matched peaks	(196466710, 196466824)	(196466827, 196466857)
PAK3	P1P2	chrX	+	CAGE, matched peaks	(110339367, 110339429)	(110339367, 110339429)
PAK4	P1P2	chr19	+	CAGE, matched peaks	(39616410, 39616452)	(39616410, 39616452)
PAK6	P1	chr15	+	CAGE, matched peaks	(40544822, 40544871)	(40544822, 40544871)
PAK6	P2	chr15	+	CAGE, matched peaks	(40531243, 40531304)	(40531243, 40531304)
PAK7	P1P2	chr20	-	CAGE, matched peaks	(9819483, 9819532)	(9819674, 9819728)
PALB2	P1P2	chr16	-	CAGE, matched peaks	(23652570, 23652663)	(23652670, 23652677)
PALD1	P1P2	chr10	+	CAGE, matched peaks	(72238517, 72238595)	(72238517, 72238595)
PALLD	ENST00000505667.1	chr4	+	CAGE, robust peak	(169418195, 169418211)	(169418301, 169418317)
PALLD	all	chr4	+	CAGE, robust peak	(169418195, 169418211)	(169418301, 169418317)
PALM	P1P2	chr19	+	CAGE, matched peaks	(708910, 708975)	(709113, 709131)
PALM2-AKAP2	P1P2	chr9	+	CAGE, primary peaks	(112542441, 112542534)	(112542441, 112542534)
PALM3	all	chr19	-	Annotation	(14169970.0, 14169970.0)	(14169970.0, 14169970.0)
PAM	ENST00000304400.7	chr5	+	CAGE, robust peak	(102201509, 102201528)	(102201722, 102201750)
PAM	ENST00000438793.3	chr5	+	CAGE, robust peak	(102201226, 102201231)	(102201610, 102201628)
PAM	all	chr5	+	CAGE, robust peak	(102201467, 102201478)	(102201722, 102201750)
PAM16	P1P2	chr16	-	CAGE, matched peaks	(4401284, 4401340)	(4401258, 4401277)
PAMR1	P1P2	chr11	-	CAGE, matched peaks	(35547154, 35547191)	(35547277, 35547288)
PAN2	P1P2	chr12	-	CAGE, matched peaks	(56727676, 56727806)	(56727427, 56727485)
PAN3	P1P2	chr13	+	CAGE, matched peaks	(28712299, 28712376)	(28712614, 28712703)
PANK1	P1	chr10	-	CAGE, matched peaks	(91404961, 91405020)	(91404961, 91405020)
PANK1	P2	chr10	-	CAGE, matched peaks	(91403656, 91403688)	(91403656, 91403688)
PANK2	P1P2	chr20	+	CAGE, matched peaks	(3870024, 3870072)	(3869999, 3870018)
PANK3	P1P2	chr5	-	CAGE, matched peaks	(168006324, 168006400)	(168006591, 168006638)
PANK4	P1P2	chr1	-	CAGE, matched peaks	(2458026, 2458056)	(2457595, 2457637)
PANX1	P1P2	chr11	+	CAGE, matched peaks	(93861993, 93862102)	(93862245, 93862344)
